name,taxid,preferred name,phylum,class,order,family,genus
Prevotella multiformis,282402, ,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
Streptococcus peroris,68891, ,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Streptococcus australis,113107, ,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Streptococcus cristatus,45634, ,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Jeotgalibacillus soli,889306, ,Bacillota,Bacilli,Bacillales,Caryophanaceae,Jeotgalibacillus
Spirochaeta africana,46355, ,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta
Roseovarius nubinhibens,314263, ,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius
Anaerobaculum mobile,97477,Acetomicrobium mobile,Synergistota,Synergistia,Synergistales,Acetomicrobiaceae,Acetomicrobium
Holophaga foetida,35839, ,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Holophaga
Staphylococcus pettenkoferi,170573, ,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
Treponema brennaborense,81028, ,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema
Treponema saccharophilum,165, ,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema
Leuconostoc fallax,1251, ,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc
Necropsobacter rosorum,908285, ,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Necropsobacter
Methylobacterium mesophilicum,39956, ,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium
Peptoniphilus harei,54005, ,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus
Syntrophorhabdus aromaticivorans,328301, ,Thermodesulfobacteriota,Syntrophorhabdia,Syntrophorhabdales,Syntrophorhabdaceae,Syntrophorhabdus
SAR116 cluster,62654, ,Pseudomonadota,Alphaproteobacteria,na,na,na
Dietzia cinnamea,321318, ,Actinomycetota,Actinomycetes,Mycobacteriales,Dietziaceae,Dietzia
Ewingella americana,41202, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Ewingella
Weissella cibaria,137591, ,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella
Staphylococcus simiae,308354, ,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
Lysobacter arseniciresistens,1385522,Novilysobacter arseniciresistens,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Novilysobacter
actinobacterium SCGC, , ,na,na,na,na,na
Campylobacter hyointestinalis,198, ,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
Flammeovirga pacifica,915059, ,Bacteroidota,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirga
Saccharibacillus sacchari,456493, ,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Saccharibacillus
Xylanibacter oryzae,185293, ,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Xylanibacter
Candidatus Paracaedibacter,1521255, ,Pseudomonadota,Alphaproteobacteria,Holosporales,Candidatus Paracaedibacteraceae,na
Adhaeribacter aquaticus,299567, ,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Adhaeribacter
Caldilinea aerophila,133453, ,Chloroflexota,Caldilineae,Caldilineales,Caldilineaceae,Caldilinea
Deinococcus pimensis,309888, ,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
Echinicola vietnamensis,390884, ,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Echinicola
Joostella marina,453852,Galbibacter orientalis,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Galbibacter
Meiothermus chliarophilus,52023,Calidithermus chliarophilus,Deinococcota,Deinococci,Thermales,Thermaceae,Calidithermus
Orenia marismortui,46469, ,Bacillota,Clostridia,Halanaerobiales,Halobacteroidaceae,Orenia
Owenweeksia hongkongensis,253245, ,Bacteroidota,Flavobacteriia,Flavobacteriales,Owenweeksiaceae,Owenweeksia
Terriglobus roseus,392734, ,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terriglobus
Thermanaerovibrio velox,108007, ,Synergistota,Synergistia,Synergistales,Synergistaceae,Thermanaerovibrio
Anaerolinea thermophila,167964, ,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea
Halonatronum saccharophilum,150060, ,Bacillota,Clostridia,Halanaerobiales,Halobacteroidaceae,Halonatronum
Sandaracinus amylolyticus,927083, ,Myxococcota,na,Polyangiales,Sandaracinaceae,Sandaracinus
Corynebacterium bovis,36808, ,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium
Alkaliflexus imshenetskii,286730, ,Bacteroidota,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Alkaliflexus
Cryptosporangium arvum,80871, ,Actinomycetota,Actinomycetes,Cryptosporangiales,Cryptosporangiaceae,Cryptosporangium
Pseudanabaena biceps,927669, ,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena
Saccharomonospora glauca,40990, ,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora
Solitalea canadensis,995, ,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Solitalea
Sulfurimonas gotlandica,1176482, ,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas
Emticicia oligotrophica,312279, ,Bacteroidota,Cytophagia,Cytophagales,Leadbetterellaceae,Emticicia
Leptonema illini,183, ,Spirochaetota,Spirochaetia,Leptospirales,Leptospiraceae,Leptonema
Flectobacillus major,103, ,Bacteroidota,Cytophagia,Cytophagales,Flectobacillaceae,Flectobacillus
Niabella soli,446683, ,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Niabella
Alcanivorax dieselolei,285091,Alloalcanivorax dieselolei,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alloalcanivorax
Fructobacillus fructosus,1631, ,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Fructobacillus
Acetobacterium woodii,33952, ,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium
Pandoraea apista,93218, ,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea
Pandoraea pulmonicola,93221, ,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea
Pandoraea sputorum,93222, ,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea
Planococcus donghaensis,414778, ,Bacillota,Bacilli,Bacillales,Caryophanaceae,Planococcus
Sinorhizobium arboris,76745, ,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium
Desulfonatronum lacustre,66849, ,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfonatronaceae,Desulfonatronum
Caldanaerobius polysaccharolyticus,44256, ,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Caldanaerobius
Lactobacillus farciminis,1612,Companilactobacillus farciminis,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus
Helicobacter felis,214, ,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter
Geobacillus stearothermophilus,1422, ,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Geobacillus
Deinococcus peraridilitoris,432329, ,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
Bacteroidetes bacterium,1898104,Bacteroidota bacterium,Bacteroidota,na,na,na,na
Gluconacetobacter oboediens,65958,Komagataeibacter oboediens,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Komagataeibacter
Thermobrachium celere,53422, ,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Thermobrachium
Spirochaeta alkalica,46356,Alkalispirochaeta alkalica,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Alkalispirochaeta
Psychroserpens damuponensis,943936, ,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroserpens
Hippea jasoniae,944479, ,Campylobacterota,Desulfurellia,Desulfurellales,Hippeaceae,Hippea
Hippea alviniae,1279027, ,Campylobacterota,Desulfurellia,Desulfurellales,Hippeaceae,Hippea
Vibrio brasiliensis,170652, ,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Ignavibacterium album,591197, ,Ignavibacteriota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium
Imtechella halotolerans,1165090, ,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Imtechella
Cellulomonas carbonis,1386092, ,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas
Actinotalea ferrariae,1386098, ,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Actinotalea
Streptomyces venezuelae,54571, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Sphingomonas-like bacterium, , ,na,na,na,na,na
Desulfococcus oleovorans,181663,Desulfosudis oleivorans,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfosudaceae,Desulfosudis
Cohnella panacarvi,400776, ,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Cohnella
Microbacterium testaceum,2033, ,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium
Streptacidiphilus rugosus,405783, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptacidiphilus
Ornithinibacillus scapharcae,1147159, ,Bacillota,Bacilli,Bacillales,Bacillaceae,Ornithinibacillus
Rubrivivax gelatinosus,28068, ,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Rubrivivax
Novosphingobium nitrogenifigens,378548, ,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
Fischerella thermalis,372787, ,Cyanobacteriota,Cyanophyceae,Nostocales,Hapalosiphonaceae,Fischerella
Ruegeria halocynthiae,985054, ,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria
Paenibacillus terrae,159743, ,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
Staphylococcus agnetis,985762, ,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
Candidatus Odyssella,84646, ,Pseudomonadota,Alphaproteobacteria,Holosporales,Candidatus Paracaedibacteraceae,na
Caldalkalibacillus thermarum,296745, ,Bacillota,Bacilli,Bacillales,Bacillaceae,Caldalkalibacillus
Jiangella gansuensis,281473, ,Actinomycetota,Actinomycetes,Jiangellales,Jiangellaceae,Jiangella
Vibrio maritimus,990268, ,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Rhizobium grahamii,1120045, ,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium
Polymorphum gilvum,991904, ,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Polymorphum
Saccharopolyspora spinosa,60894, ,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora
Streptomyces griseoaurantiacus,68213, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Peptoniphilus indolicus,33030, ,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus
Prevotella pallens,60133, ,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
Corynebacterium auriscanis,99807, ,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium
Leucothrix mucor,45248, ,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix
Clostridium colicanis,179628, ,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium
Eggerthia catenaformis,31973, ,Bacillota,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Eggerthia
Phaeobacter caeruleus,506591,Leisingera caerulea,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Leisingera
Phaeobacter arcticus,385492,Pseudophaeobacter arcticus,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pseudophaeobacter
Leisingera methylohalidivorans,133924, ,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Leisingera
Leisingera aquimarina,476529, ,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Leisingera
Mesorhizobium sp.,1871066,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium
Prochlorococcus sp.,1220,,Cyanobacteriota,Cyanophyceae,Synechococcales,Prochlorococcaceae,Prochlorococcus
Thioalkalivibrio sp.,2093813,,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio
Colwellia sp.,56799,,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
Afipia sp.,1871052,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Afipia
Frankia sp.,1855,,Actinomycetota,Actinomycetes,Frankiales,Frankiaceae,Frankia
Streptomyces sp.,1931,,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Acinetobacter sp.,472,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter
Corynebacterium sp.,1720,,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium
Prevotella sp.,59823,,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
Agrobacterium sp.,361,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium
Thermotoga sp.,28240,,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga
Lebetimonas sp.,na,,na,na,na,na,na
Synechocystis sp.,1143,,Cyanobacteriota,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis
Hydrogenobaculum sp.,2053560,,Aquificota,Aquificia,Aquificales,Aquificaceae,Hydrogenobaculum
Vibrio genomosp.,na,,na,na,na,na,na
Paracoccus sp.,267,,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus
Dehalobacter sp.,1962289,,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Dehalobacter
Chryseobacterium sp.,1871047,,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium
Psychrobacter sp.,56811,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter
Mycobacterium sp.,1785,,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium
Arcobacter sp.,1872629,,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Arcobacter
Salinivibrio sp.,1886796,,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio
Rhodanobacter sp.,1883446,,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Rhodanobacter
Luteibacter sp.,1886636,,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Luteibacter
Pseudomonas sp.,306,,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Paenibacillus sp.,58172,,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
Rhizobium sp.,391,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium
Sphingomonas sp.,28214,,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Williamsia sp.,1872085,,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Williamsia
Methylophilus sp.,29541,,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylophilus
Vibrio sp.,678,,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Arthrobacter sp.,1667,,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter
Bradyrhizobium genosp.,216379,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium
Cyanothece sp.,3100426,,Cyanobacteriota,Cyanophyceae,Gomontiellales,Cyanothecaceae,Cyanothece
Sulfuricurvum sp.,2025608,,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurimonadaceae,Sulfuricurvum
Alteromonas sp.,232,,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
Serratia sp.,616,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
Clostridium sp.,1506,,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium
Bacillus sp.,1409,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus
Haemophilus sp.,740,,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus
Microbacterium sp.,51671,,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium
Bacteroides sp.,29523,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Labrenzia sp.,1885934,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Labrenzia
Methylopila sp.,1871051,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylopilaceae,Methylopila
Coprobacillus sp.,2137881,,Bacillota,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Coprobacillus
Megasphaera sp.,2023260,,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera
Virgibacillus sp.,1872700,,Bacillota,Bacilli,Bacillales,Bacillaceae,Virgibacillus
Methylobacterium sp.,409,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium
Cetobacterium sp.,2071632,,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium
Alcanivorax sp.,1872427,,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax
Burkholderia sp.,36773,,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
Desulfovibrio sp.,885,,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
Pseudoxanthomonas sp.,1871049,,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Pseudoxanthomonas
Oribacterium sp.,1969407,,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium
Clostridiales genomosp.,na,,na,na,na,na,na
Streptococcus sp.,1306,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Staphylococcus sp.,29387,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
Butyrivibrio sp.,28121,,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio
Megasphaera genomosp.,na,,na,na,na,na,na
Peptoniphilus sp.,1971214,,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus
Ruminococcus sp.,41978,,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus
Thauera sp.,1905334,,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera
Actinomyces sp.,29317,,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces
Hyphomicrobium sp.,82,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium
Exiguobacterium sp.,44751,,Bacillota,Bacilli,Bacillales,na,Exiguobacterium
Porphyromonas sp.,1924944,,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas
Leifsonia sp.,1870902,,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Leifsonia
Kitasatospora sp.,1871188,,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Kitasatospora
Flavobacterium sp.,239,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
Phaeobacter sp.,1902409,,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Phaeobacter
Methylocystis sp.,1911079,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylocystis
Neochlamydia sp.,na,,na,na,na,na,na
Pseudoalteromonas sp.,53249,,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
Brevundimonas sp.,1871086,,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
Shewanella sp.,50422,,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
Devosia sp.,1871048,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia
Sediminibacterium sp.,1917865,,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Sediminibacterium
Blattabacterium sp.,34099,,Bacteroidota,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium
Geomicrobium sp.,1936153,,Bacillota,Bacilli,Bacillales,na,Geomicrobium
Pseudovibrio sp.,1909297,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Pseudovibrio
Methylosinus sp.,427,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylosinus
Bradyrhizobium sp.,376,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium
Xanthobacter sp.,35809,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Xanthobacter
Pantoea sp.,69393,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea
